nome,idade,email,genero,cep,cidade_estado,bairro,user_ativo,produto,produto_valor,data_compra
Matthew Schmidt,36,anafreisa.teste@gmail.com,M,58205970,Cachoeira (Guarabira)/PB  - Distrito,Cachoeira,1,Cerveja,4.0,2021-03-25
Shelby Clark,25,anafreisa.teste@gmail.com,M,8572230,Itaquaquecetuba/SP,Jardim Europa,0,whisky,129.0,2021-03-02
Sean Schroeder,50,anafreisa.teste@gmail.com,M,2994030,São Paulo/SP,Jardim Bandeirantes (Zona Norte),1,Vinho Branco,56.9,2021-03-27
Brandon Davis,32,anafreisa.teste@gmail.com,F,67125072,Ananindeua/PA,Icuí-Guajará,1,Refrigerante Guaraná,2.3,2021-03-30
Michael Flowers,25,anafreisa.teste@gmail.com,M,91712330,Porto Alegre/RS,Cascata,1,Refrigerante Cola,3.5,2021-03-23
Eugene Jackson,48,anafreisa.teste@gmail.com,F,77415240,Gurupi/TO,Parque Residencial Nova Fronteira,0,Tequila,95.99,2021-03-15
Travis King,21,anafreisa.teste@gmail.com,M,13015001,Campinas/SP,Centro,0,Tequila,95.99,2021-03-18
Emma Baker,60,anafreisa.teste@gmail.com,F,12294490,Caçapava/SP,Tijuco Preto,0,whisky,129.0,2021-03-01
Lisa Lopez,65,anafreisa.teste@gmail.com,F,71993235,Brasília/DF,Setor Habitacional Arniqueira (Águas Claras),0,Refrigerante Cola,3.5,2021-03-19
Matthew Smith,24,anafreisa.teste@gmail.com,M,8599390,Itaquaquecetuba/SP,Vila Menezes,1,Cerveja,4.0,2021-03-29
Justin Wall,25,anafreisa.teste@gmail.com,F,74461285,Goiânia/GO,Jardim Clarissa,0,Refrigerante Guaraná,2.3,2021-03-11
Andrew Ortiz,33,anafreisa.teste@gmail.com,M,6429215,Barueri/SP,Residencial Morada dos Lagos,0,Cerveja,4.0,2021-03-20
Albert Larson,69,anafreisa.teste@gmail.com,M,52210000,Recife/PE,Alto José do Pinho,0,Tequila,95.99,2021-03-12
Jacqueline English,28,anafreisa.teste@gmail.com,M,89680970,Irani/SC,Centro,0,Refrigerante Cola,3.5,2021-03-10
Sarah Ruiz,35,anafreisa.teste@gmail.com,M,55194339,Santa Cruz do Capibaribe/PE,Nova Santa Cruz,1,Vinho Tinto,69.9,2021-03-30
Diana Jackson,51,anafreisa.teste@gmail.com,M,24745195,São Gonçalo/RJ,Jardim Nova República,1,Cerveja,4.0,2021-03-27
Ryan Harris,33,anafreisa.teste@gmail.com,F,3289020,São Paulo/SP,Vila Virginia,0,Vinho Tinto,69.9,2021-03-04
Jesse Gutierrez,38,anafreisa.teste@gmail.com,M,9444340,Ribeirão Pires/SP,Km 4,0,Gelo,10.2,2021-03-12
Teresa Frazier,23,anafreisa.teste@gmail.com,F,77006880,Palmas/TO,Plano Diretor Norte,1,Água com gás,3.29,2021-03-30
Melissa Perez,40,anafreisa.teste@gmail.com,F,29015700,Vitória/ES,Centro,0,Refrigerante Cola,3.5,2021-02-22
Steven Brooks,51,anafreisa.teste@gmail.com,F,21061740,Rio de Janeiro/RJ,Inhaúma,0,Vinho Tinto,69.9,2021-02-01
Kimberly Cox,22,anafreisa.teste@gmail.com,M,12213094,São José dos Campos/SP,Altos da Vila Paiva,1,whisky,129.0,2021-03-24
Isaac Robbins,32,anafreisa.teste@gmail.com,M,5679140,São Paulo/SP,Jardim Panorama,0,Vodka,33.8,2021-03-06
Megan Griffin,47,anafreisa.teste@gmail.com,M,32431110,Ibirité/MG,Eldorado (Parque Durval de Barros),0,Cerveja,4.0,2021-02-24
Luis Lopez,33,anafreisa.teste@gmail.com,M,54753320,Camaragibe/PE,Jardim Primavera,0,Vinho Branco,56.9,2021-03-09
Frederick Huerta,31,anafreisa.teste@gmail.com,F,69015480,Manaus/AM,Colônia Terra Nova,1,Tequila,95.99,2021-03-30
Miranda Johnson,69,anafreisa.teste@gmail.com,M,5333180,São Paulo/SP,Vila Nova Jaguaré,0,whisky,129.0,2021-03-06
Jeffrey Kelly,46,anafreisa.teste@gmail.com,M,54730710,São Lourenço da Mata/PE,Pixete,0,Vinho Branco,56.9,2021-03-03
Tina Washington,62,anafreisa.teste@gmail.com,M,71995165,Brasília/DF,Setor Habitacional Arniqueira (Águas Claras),0,Vinho Branco,56.9,2021-03-21
Ernest Miller,24,anafreisa.teste@gmail.com,F,8330055,São Paulo/SP,Jardim Vera Cruz(Zona Leste),0,whisky,129.0,2021-03-07
Heather Gallagher,31,anafreisa.teste@gmail.com,M,3303900,São Paulo/SP,Belenzinho,0,Refrigerante Cola,3.5,2021-03-22
Ashlee Green,30,anafreisa.teste@gmail.com,M,59611190,Mossoró/RN,Santo Antônio,0,whisky,129.0,2021-03-14
Jose Williams,21,anafreisa.teste@gmail.com,M,89010250,Blumenau/SC,Centro,1,Cerveja,4.0,2021-03-26
Johnny Joyce,45,anafreisa.teste@gmail.com,M,23058330,Rio de Janeiro/RJ,Inhoaíba,1,Vinho Tinto,69.9,2021-03-30
Kyle Bond,43,anafreisa.teste@gmail.com,F,58804250,Sousa/PB,São José,0,Cerveja,4.0,2021-03-15
Lisa Davis,41,anafreisa.teste@gmail.com,M,33920380,Ribeirão das Neves/MG,Santa Margarida (Justinópolis),0,Vodka,33.8,2021-02-17
Monica Smith,59,anafreisa.teste@gmail.com,M,18104106,Sorocaba/SP,Jardim Residencial Campos do Conde,1,whisky,129.0,2021-03-31
Melissa Williams,30,anafreisa.teste@gmail.com,F,52120310,Recife/PE,Arruda,1,whisky,129.0,2021-03-25
Tanya Hurst,28,anafreisa.teste@gmail.com,F,60720460,Fortaleza/CE,Parangaba,0,Refrigerante Guaraná,2.3,2021-03-22
Bruce Riley,32,anafreisa.teste@gmail.com,F,66615222,Belém/PA,Marambaia,0,whisky,129.0,2021-03-13
Brittney Williams,29,anafreisa.teste@gmail.com,M,18407018,Itapeva/SP,Jardim Maringá,0,Vinho Tinto,69.9,2021-03-07
Marc Morris,27,anafreisa.teste@gmail.com,F,60733150,Fortaleza/CE,Canindezinho,0,Cerveja,4.0,2021-03-14
Jessica Miles,28,anafreisa.teste@gmail.com,M,55192614,Santa Cruz do Capibaribe/PE,Dona Dom,0,Vinho Tinto,69.9,2021-03-11
Scott Oliver,40,anafreisa.teste@gmail.com,F,64655000,Alagoinha do Piauí/PI,,0,whisky,129.0,2021-03-09
Betty Pitts,38,anafreisa.teste@gmail.com,F,23831313,Itaguaí/RJ,Chaperó,0,Cerveja,4.0,2021-03-11
Jennifer James,44,anafreisa.teste@gmail.com,M,27915095,Macaé/RJ,Alto Cajueiros,0,Cerveja,4.0,2021-03-21
Nathan Lewis,56,anafreisa.teste@gmail.com,M,57240310,São Miguel dos Campos/AL,Geraldo Sampaio,1,Cerveja,4.0,2021-03-23
Elizabeth Avery,58,anafreisa.teste@gmail.com,F,32623148,Betim/MG,Marimbá,0,Tequila,95.99,2021-02-06
Brandi Mann,47,anafreisa.teste@gmail.com,M,93230360,Sapucaia do Sul/RS,Boa Vista,0,Cerveja,4.0,2021-03-10
Nancy Whitaker,38,anafreisa.teste@gmail.com,M,27450030,Quatis/RJ,Ribeirão de São Joaquim,1,Vinho Tinto,69.9,2021-03-24
Megan Horne,32,anafreisa.teste@gmail.com,M,59607680,Mossoró/RN,Aeroporto,1,whisky,129.0,2021-03-31
Edwin Green,22,anafreisa.teste@gmail.com,M,32050160,Contagem/MG,Nova Contagem,0,Água,2.29,2021-02-17
Kenneth Austin,61,anafreisa.teste@gmail.com,F,26187600,Belford Roxo/RJ,Parque Jupiranguai,0,whisky,129.0,2021-02-17
Joshua Romero,17,anafreisa.teste@gmail.com,M,72238387,Brasília/DF,Setor Habitacional Pôr do Sol (Ceilândia),0,Cerveja,4.0,2021-03-19
Robyn Clay,43,anafreisa.teste@gmail.com,F,35041760,Governador Valadares/MG,Vera Cruz,0,Gelo,10.2,2021-03-07
David Lopez,42,anafreisa.teste@gmail.com,F,78087015,Cuiabá/MT,Residencial Lagoa Azul,1,Vodka,33.8,2021-03-29
Margaret Campbell,53,anafreisa.teste@gmail.com,F,59091190,Natal/RN,Ponta Negra,1,Refrigerante Cola,3.5,2021-03-24
Mrs. Stacy Roberts,63,anafreisa.teste@gmail.com,F,35042100,Governador Valadares/MG,Azteca,0,Refrigerante Guaraná,2.3,2021-03-10
Brenda Brown,27,anafreisa.teste@gmail.com,M,65276970,Turilândia/MA,Centro,1,Cerveja,4.0,2021-03-31
Bradley Edwards,24,anafreisa.teste@gmail.com,M,89814170,Chapecó/SC,Palmital,0,Refrigerante Guaraná,2.3,2021-03-06
Dean Allen,37,anafreisa.teste@gmail.com,F,16020225,Araçatuba/SP,Saudade,1,Gelo,10.2,2021-03-27
Andrew Hill,32,anafreisa.teste@gmail.com,M,4042040,São Paulo/SP,Vila Clementino,0,Refrigerante Cola,3.5,2021-03-15
Nicholas Olson,52,anafreisa.teste@gmail.com,M,71593465,Brasília/DF,Del Lago II (Itapoã),1,Água,2.29,2021-03-23
Johnny Odonnell,20,anafreisa.teste@gmail.com,M,60811265,Fortaleza/CE,Engenheiro Luciano Cavalcante,0,Água,2.29,2021-03-12
James Becker,53,anafreisa.teste@gmail.com,F,93340350,Novo Hamburgo/RS,Primavera,0,Cerveja,4.0,2021-03-03
Edward Jones,42,anafreisa.teste@gmail.com,F,8230050,São Paulo/SP,Vila Santana,0,whisky,129.0,2021-01-31
Brandi Fisher,25,anafreisa.teste@gmail.com,M,88509535,Lages/SC,Coral,1,Refrigerante Cola,3.5,2021-03-27
Jacob Travis,26,anafreisa.teste@gmail.com,M,45027204,Vitória da Conquista/BA,Boa Vista,0,Cerveja,4.0,2021-03-05
Ross Woods,22,anafreisa.teste@gmail.com,F,66645595,Belém/PA,Castanheira,1,Tequila,95.99,2021-03-30
Cheryl Thomas,45,anafreisa.teste@gmail.com,F,12922092,Bragança Paulista/SP,Cidade Planejada I,0,Refrigerante Guaraná,2.3,2021-03-15
Tammy Schultz,22,anafreisa.teste@gmail.com,F,6270380,Osasco/SP,Vila Menck,0,whisky,129.0,2021-03-08
Jennifer Davis,43,anafreisa.teste@gmail.com,M,8340280,São Paulo/SP,Jardim Vila Carrão,1,Cerveja,4.0,2021-03-26
Gina Wilson,24,anafreisa.teste@gmail.com,M,66916460,Belém/PA,Farol (Mosqueiro),0,Água com gás,3.29,2021-03-06
Anthony Mejia,70,anafreisa.teste@gmail.com,F,57039340,Maceió/AL,Riacho Doce,0,Vinho Branco,56.9,2021-03-13
Rhonda Torres,61,anafreisa.teste@gmail.com,F,41207140,Salvador/BA,Tancredo Neves,1,Cerveja,4.0,2021-03-28
Carrie Anderson,59,anafreisa.teste@gmail.com,M,59156800,Parnamirim/RN,Cajupiranga,0,Vinho Tinto,69.9,2021-03-21
Gary Flores,28,anafreisa.teste@gmail.com,M,32603338,Betim/MG,Salomé,1,whisky,129.0,2021-03-24
Scott Bradley,28,anafreisa.teste@gmail.com,F,66623830,Belém/PA,Marambaia,0,Refrigerante Guaraná,2.3,2021-03-03
Daniel Moore,49,anafreisa.teste@gmail.com,M,58801695,Sousa/PB,Angelim,0,Vinho Branco,56.9,2021-03-10
Benjamin French,19,anafreisa.teste@gmail.com,F,53615430,Igarassu/PE,Sítio dos Marcos,1,whisky,129.0,2021-03-23
Ashley Jackson,30,anafreisa.teste@gmail.com,M,26112180,Belford Roxo/RJ,Piam,0,Vinho Tinto,69.9,2021-03-17
Alyssa Harmon,31,anafreisa.teste@gmail.com,F,23550064,Rio de Janeiro/RJ,Santa Cruz,0,Água,2.29,2021-03-07
Robert Martinez,33,anafreisa.teste@gmail.com,M,76900972,Ji-Paraná/RO,Centro,1,Cerveja,4.0,2021-03-27
Jennifer Martinez,39,anafreisa.teste@gmail.com,F,58100130,Cabedelo/PB,Centro,1,Água,2.29,2021-03-25
David Phelps,60,anafreisa.teste@gmail.com,F,8760060,Mogi das Cruzes/SP,Jardim Planalto,0,Refrigerante Guaraná,2.3,2021-03-14
Colton Smith,43,anafreisa.teste@gmail.com,M,13222070,Várzea Paulista/SP,Jardim Paulista,0,Vinho Branco,56.9,2021-03-19
Christopher Callahan PhD,75,anafreisa.teste@gmail.com,M,6717125,Cotia/SP,Vila São Francisco de Assis,0,Vinho Tinto,69.9,2021-03-04
Mario Pearson,33,anafreisa.teste@gmail.com,M,31970084,Belo Horizonte/MG,Goiânia,0,Gelo,10.2,2021-02-16
Robin Phillips,51,anafreisa.teste@gmail.com,M,72322561,Brasília/DF,Samambaia Norte (Samambaia),0,whisky,129.0,2021-03-02
Jack Ryan,20,anafreisa.teste@gmail.com,M,91770490,Porto Alegre/RS,Espírito Santo,1,Água com gás,3.29,2021-03-27
Daniel Williams,31,anafreisa.teste@gmail.com,F,50110721,Recife/PE,Santo Amaro,0,whisky,129.0,2021-03-16
Kathryn Lindsey,20,anafreisa.teste@gmail.com,M,39445666,Janaúba/MG,Ribeirão do Ouro,0,Vinho Branco,56.9,2021-03-04
Katie Wiggins,34,anafreisa.teste@gmail.com,M,63501621,Iguatu/CE,Fomento,1,whisky,129.0,2021-03-25
Lisa Lee DVM,38,anafreisa.teste@gmail.com,M,9540490,São Caetano do Sul/SP,Olímpico,1,Vinho Branco,56.9,2021-03-30
Brittany Hubbard,33,anafreisa.teste@gmail.com,M,4870400,São Paulo/SP,Jardim Alviverde,0,Vinho Branco,56.9,2021-03-06
Sandra Campbell DDS,50,anafreisa.teste@gmail.com,F,14410360,Franca/SP,Parque do Mirante,0,Vodka,33.8,2021-03-02
Pamela Meyers,38,anafreisa.teste@gmail.com,M,13070176,Campinas/SP,Jardim Chapadão,1,whisky,129.0,2021-03-27
Brooke Nichols,65,anafreisa.teste@gmail.com,M,51350390,Recife/PE,Ipsep,0,Gelo,10.2,2021-03-14
Derrick Tran,71,anafreisa.teste@gmail.com,M,64216852,Parnaíba/PI,Igaraçu,0,Água,2.29,2021-03-07
Nancy Gonzalez,19,anafreisa.teste@gmail.com,M,15025400,São José do Rio Preto/SP,Vila Maria,1,Vinho Branco,56.9,2021-03-25
Kent Mason,55,anafreisa.teste@gmail.com,F,14160689,Sertãozinho/SP,Centro,0,Vinho Branco,56.9,2021-02-16
Erin Hughes,33,anafreisa.teste@gmail.com,M,88110760,São José/SC,Bela Vista,0,Tequila,95.99,2021-03-18
William Thornton,62,anafreisa.teste@gmail.com,F,59610150,Mossoró/RN,Centro,0,Vinho Tinto,69.9,2021-03-17
Stacy Perkins,51,anafreisa.teste@gmail.com,F,54490271,Jaboatão dos Guararapes/PE,Barra de Jangada,1,Cerveja,4.0,2021-03-25
David Jackson,31,anafreisa.teste@gmail.com,M,90035901,Porto Alegre/RS,Floresta,0,whisky,129.0,2021-03-06
Mrs. Emily May,37,anafreisa.teste@gmail.com,F,42740035,Lauro de Freitas/BA,Itinga,1,Água,2.29,2021-03-27
James Munoz,26,anafreisa.teste@gmail.com,M,4767000,São Paulo/SP,Socorro,0,Água,2.29,2021-03-07
Alexander Gutierrez,73,anafreisa.teste@gmail.com,F,78118730,Várzea Grande/MT,Cristo Rei,1,whisky,129.0,2021-03-26
Daniel Patterson,29,anafreisa.teste@gmail.com,M,78721584,Rondonópolis/MT,Chácara Globo Recreio,0,Refrigerante Guaraná,2.3,2021-03-17
Jeffrey Green,39,anafreisa.teste@gmail.com,M,60740540,Fortaleza/CE,Parangaba,0,Vinho Branco,56.9,2021-03-09
Erin Smith,34,anafreisa.teste@gmail.com,F,26033262,Nova Iguaçu/RJ,São Luiz Gonzaga,0,Água,2.29,2021-02-27
Christopher Hudson,71,anafreisa.teste@gmail.com,M,89703252,Concórdia/SC,Petrópolis,0,Refrigerante Cola,3.5,2021-03-06
Stephanie Cooper,36,anafreisa.teste@gmail.com,F,25565077,São João de Meriti/RJ,Vilar dos Teles,0,Refrigerante Cola,3.5,2021-03-18
Brittany Barton,18,anafreisa.teste@gmail.com,F,86719991,Arapongas/PR,,1,Água,2.29,2021-03-31
Matthew Lin,27,anafreisa.teste@gmail.com,F,30666450,Belo Horizonte/MG,Mangueiras (Barreiro),0,Gelo,10.2,2021-02-21
Susan Hill,24,anafreisa.teste@gmail.com,F,41320080,Salvador/BA,Castelo Branco,0,Tequila,95.99,2021-03-05
Elizabeth Bridges,42,anafreisa.teste@gmail.com,M,78700212,Rondonópolis/MT,Centro,1,whisky,129.0,2021-03-24
Stephen Ortiz,52,anafreisa.teste@gmail.com,F,4812150,São Paulo/SP,Jardim Primavera (Zona Sul),0,Refrigerante Cola,3.5,2021-01-31
Alejandra Neal,27,anafreisa.teste@gmail.com,M,91170000,Porto Alegre/RS,Santa Rosa de Lima,0,whisky,129.0,2021-03-14
Cynthia Hall,43,anafreisa.teste@gmail.com,F,72887244,Cidade Ocidental/GO,Parque Nova Friburgo B,1,Vinho Tinto,69.9,2021-03-28
James Johnson,56,anafreisa.teste@gmail.com,M,3125050,São Paulo/SP,Parque da Mooca,1,whisky,129.0,2021-03-23
Cassandra Coleman,30,anafreisa.teste@gmail.com,F,50110270,Recife/PE,Santo Amaro,0,Cerveja,4.0,2021-03-04
Daniel Sutton,63,anafreisa.teste@gmail.com,M,72542401,Brasília/DF,Santa Maria,0,Refrigerante Guaraná,2.3,2021-03-05
Rhonda Stanley,32,anafreisa.teste@gmail.com,M,9993040,Diadema/SP,Conceição,1,Refrigerante Guaraná,2.3,2021-03-26
Chad Stanley,53,anafreisa.teste@gmail.com,M,53416750,Paulista/PE,Artur Lundgren II,1,Tequila,95.99,2021-03-26
Mrs. Desiree Osborne,28,anafreisa.teste@gmail.com,M,74958050,Aparecida de Goiânia/GO,Jardim Veneza,1,Vinho Branco,56.9,2021-03-25
Veronica Ramirez,18,anafreisa.teste@gmail.com,F,74440600,Goiânia/GO,Setor São José,1,Vodka,33.8,2021-03-24
Jeffrey Walker,36,anafreisa.teste@gmail.com,F,86700175,Arapongas/PR,Centro,0,whisky,129.0,2021-03-07
Bobby Williams,27,anafreisa.teste@gmail.com,F,81710600,Curitiba/PR,Xaxim,1,Vinho Branco,56.9,2021-03-31
Jessica Adams,62,anafreisa.teste@gmail.com,M,15061669,São José do Rio Preto/SP,Jardim Vista Alegre,0,Vinho Tinto,69.9,2021-03-20
Ricky Lee,64,anafreisa.teste@gmail.com,M,7060153,Guarulhos/SP,Vila São Ricardo,1,Vinho Branco,56.9,2021-03-26
Michael Watkins,35,anafreisa.teste@gmail.com,F,7260000,Guarulhos/SP,Parque São Miguel,0,Refrigerante Guaraná,2.3,2021-03-14
Ann Williams,38,anafreisa.teste@gmail.com,M,34018441,Nova Lima/MG,Balneário Água Limpa,0,Refrigerante Cola,3.5,2021-02-09
Heather Lam,26,anafreisa.teste@gmail.com,M,54330130,Jaboatão dos Guararapes/PE,Cajueiro Seco,0,Cerveja,4.0,2021-03-06
Tony Rivera,30,anafreisa.teste@gmail.com,M,37002055,Varginha/MG,Centro,1,Refrigerante Guaraná,2.3,2021-03-30
Sydney Franklin,26,anafreisa.teste@gmail.com,M,79108551,Campo Grande/MS,Núcleo Industrial,1,Gelo,10.2,2021-03-31
Timothy Hanson,34,anafreisa.teste@gmail.com,F,67133045,Ananindeua/PA,Cidade Nova,0,whisky,129.0,2021-03-22
Jose Hahn,42,anafreisa.teste@gmail.com,M,76912184,Ji-Paraná/RO,Capelasso,0,Vinho Tinto,69.9,2021-03-02
Brittney Boyd,28,anafreisa.teste@gmail.com,M,52120190,Recife/PE,Arruda,1,Cerveja,4.0,2021-03-23
Timothy Barnes,40,anafreisa.teste@gmail.com,M,3313000,São Paulo/SP,Tatuapé,1,whisky,129.0,2021-03-24
Joseph Mendoza,33,anafreisa.teste@gmail.com,M,81650210,Curitiba/PR,Boqueirão,0,Vinho Tinto,69.9,2021-03-04
Douglas Morse,43,anafreisa.teste@gmail.com,F,9332150,Mauá/SP,Chácara Maria Aparecida,0,Vinho Tinto,69.9,2021-02-24
Karen Arnold,40,anafreisa.teste@gmail.com,M,54753365,Camaragibe/PE,Jardim Primavera,1,Refrigerante Guaraná,2.3,2021-03-27
Lisa Brown,34,anafreisa.teste@gmail.com,M,79008410,Campo Grande/MS,Cabreúva,0,whisky,129.0,2021-03-14
Janet Taylor MD,35,anafreisa.teste@gmail.com,M,52190362,Recife/PE,Nova Descoberta,0,Refrigerante Guaraná,2.3,2021-03-03
Joel Oconnor,28,anafreisa.teste@gmail.com,M,72660160,Brasília/DF,Recanto das Emas,0,Refrigerante Cola,3.5,2021-03-18
Melissa White,33,anafreisa.teste@gmail.com,M,18460972,Itararé/SP,Cerrado,1,Refrigerante Cola,3.5,2021-03-26
Jonathan Manning,25,anafreisa.teste@gmail.com,M,58807010,Sousa/PB,Jardim Iracema,0,Cerveja,4.0,2021-03-04
Ryan Butler,49,anafreisa.teste@gmail.com,M,62884590,Horizonte/CE,Distrito Industrial,0,Água,2.29,2021-03-03
Christine Hanson,26,anafreisa.teste@gmail.com,M,25730411,Petrópolis/RJ,Nogueira,1,Cerveja,4.0,2021-03-28
Stacy Smith,55,anafreisa.teste@gmail.com,M,61902193,Maracanaú/CE,Coqueiral,1,whisky,129.0,2021-03-29
Jessica Robinson,32,anafreisa.teste@gmail.com,M,64215901,Parnaíba/PI,São Francisco da Guarita,0,Vinho Tinto,69.9,2021-03-14
Cynthia Lewis,37,anafreisa.teste@gmail.com,F,57063228,Maceió/AL,Santa Amélia,1,Vinho Tinto,69.9,2021-03-23
Chloe Brooks,16,anafreisa.teste@gmail.com,F,77007056,Palmas/TO,Plano Diretor Norte,0,Vinho Branco,56.9,2021-03-18
Michelle Gonzalez,50,anafreisa.teste@gmail.com,F,28051277,Campos dos Goytacazes/RJ,Parque Leopoldina,0,Vodka,33.8,2021-02-25
Dustin Jones,34,anafreisa.teste@gmail.com,M,55032460,Caruaru/PE,Petrópolis,0,Refrigerante Guaraná,2.3,2021-03-16
Jennifer Fitzpatrick,37,anafreisa.teste@gmail.com,M,35112000,Frei Inocêncio/MG,,0,Cerveja,4.0,2021-03-05
Vanessa Turner,55,anafreisa.teste@gmail.com,M,24473010,São Gonçalo/RJ,Itaúna,1,Vinho Tinto,69.9,2021-03-31
Terry Delgado,26,anafreisa.teste@gmail.com,M,52131030,Recife/PE,Beberibe,0,Tequila,95.99,2021-03-20
Amy Chapman,21,anafreisa.teste@gmail.com,F,53605650,Igarassu/PE,Tabatinga,0,Vinho Tinto,69.9,2021-03-20
Brian Barrett,17,anafreisa.teste@gmail.com,M,40296700,Salvador/BA,Candeal,0,Vinho Tinto,69.9,2021-03-10
Daniel Donovan,44,anafreisa.teste@gmail.com,F,83709436,Araucária/PR,Campina da Barra,1,whisky,129.0,2021-03-26
Kayla Reed,50,anafreisa.teste@gmail.com,M,73051055,Brasília/DF,Sobradinho,0,whisky,129.0,2021-03-02
Taylor Mcdaniel,38,anafreisa.teste@gmail.com,F,72809585,Luziânia/GO,Mansões de Recreio Estrela Dalva VI,1,Cerveja,4.0,2021-03-30
Robert Jones,48,anafreisa.teste@gmail.com,F,7404070,Arujá/SP,Mirante do Arujá,0,Gelo,10.2,2021-03-11
Bryan Hall,32,anafreisa.teste@gmail.com,M,71805818,Brasília/DF,Riacho Fundo I,0,Vinho Tinto,69.9,2021-03-08
Angela Farrell,45,anafreisa.teste@gmail.com,M,7132400,Guarulhos/SP,Jardim Bela Vista,0,Tequila,95.99,2021-03-20
Angel Rosario,46,anafreisa.teste@gmail.com,F,7161631,Guarulhos/SP,Cidade Soberana,0,Refrigerante Cola,3.5,2021-02-13
Sharon Huang,58,anafreisa.teste@gmail.com,F,80035180,Curitiba/PR,Cabral,1,Vinho Branco,56.9,2021-03-25
Sheila Richardson,42,anafreisa.teste@gmail.com,F,14700748,Bebedouro/SP,Jardim Esplanada,0,Refrigerante Cola,3.5,2021-02-25
Cynthia Howard,32,anafreisa.teste@gmail.com,M,79063650,Campo Grande/MS,Vila Santo Eugênio,1,Vinho Tinto,69.9,2021-03-23
Jared Johnson,37,anafreisa.teste@gmail.com,M,26116722,Belford Roxo/RJ,Santa Amélia,0,Vodka,33.8,2021-03-02
Jaime Clark,43,anafreisa.teste@gmail.com,M,56502388,Arcoverde/PE,Santos Dumont,0,Vinho Branco,56.9,2021-03-22
Stacy Mcknight,55,anafreisa.teste@gmail.com,M,79823370,Dourados/MS,Parque Alvorada,0,Cerveja,4.0,2021-03-14
Justin Cunningham,63,anafreisa.teste@gmail.com,F,6715820,Cotia/SP,Jardim Cláudio,1,Refrigerante Guaraná,2.3,2021-03-26
Stephanie Wood,44,anafreisa.teste@gmail.com,M,9070110,Santo André/SP,Santa Maria,1,Cerveja,4.0,2021-03-25
Julia Travis,56,anafreisa.teste@gmail.com,M,8565600,Poá/SP,Jardim Itamarati,1,Vinho Branco,56.9,2021-03-30
Joshua Roach,47,anafreisa.teste@gmail.com,F,21020020,Rio de Janeiro/RJ,Penha,0,Refrigerante Cola,3.5,2021-02-21
Cindy Wood,60,anafreisa.teste@gmail.com,M,8372990,São Paulo/SP,,0,Refrigerante Cola,3.5,2021-03-11
Angela Beltran,47,anafreisa.teste@gmail.com,F,83504470,Almirante Tamandaré/PR,Cachoeira,0,Gelo,10.2,2021-03-11
Joseph Horton,22,anafreisa.teste@gmail.com,M,40240385,Salvador/BA,Engenho Velho de Brotas,0,Vinho Tinto,69.9,2021-03-15
Rhonda Ortega,22,anafreisa.teste@gmail.com,F,9272402,Santo André/SP,Tamanduateí 8,0,Água,2.29,2021-02-13
Charlotte Williams,28,anafreisa.teste@gmail.com,F,23050180,Rio de Janeiro/RJ,Campo Grande,0,Refrigerante Guaraná,2.3,2021-02-23
Joseph Huerta,23,anafreisa.teste@gmail.com,M,84040290,Ponta Grossa/PR,Oficinas,1,Vinho Tinto,69.9,2021-03-23
Anthony Ramirez PhD,44,anafreisa.teste@gmail.com,M,9581160,São Caetano do Sul/SP,Cerâmica,1,Vinho Branco,56.9,2021-03-28
Amber Knight,32,anafreisa.teste@gmail.com,M,36570127,Viçosa/MG,Centro,0,Vinho Tinto,69.9,2021-03-15
Veronica Cooper,48,anafreisa.teste@gmail.com,F,44079084,Feira de Santana/BA,Subaé,0,Refrigerante Guaraná,2.3,2021-03-16
Bryan Jackson,58,anafreisa.teste@gmail.com,F,65263000,Porto Rico do Maranhão/MA,,0,Vinho Branco,56.9,2021-03-19
Patricia Evans,64,anafreisa.teste@gmail.com,M,25086240,Duque de Caxias/RJ,Parque Beira Mar,0,whisky,129.0,2021-03-03
Michael Crawford,53,anafreisa.teste@gmail.com,F,9792302,São Bernardo do Campo/SP,Montanhão,1,Vinho Tinto,69.9,2021-03-27
Derrick Williams,37,anafreisa.teste@gmail.com,F,9361120,Mauá/SP,Jardim Camila,0,Refrigerante Cola,3.5,2021-03-04
Steven Moreno,43,anafreisa.teste@gmail.com,M,25015475,Duque de Caxias/RJ,Engenho do Porto,1,Água com gás,3.29,2021-03-31
Alexis Pacheco,69,anafreisa.teste@gmail.com,M,83020220,São José dos Pinhais/PR,Bom Jesus,0,Refrigerante Cola,3.5,2021-03-22
Matthew Baker,52,anafreisa.teste@gmail.com,F,16021130,Araçatuba/SP,Esplanada,0,Vinho Tinto,69.9,2021-02-20
George Jones,38,anafreisa.teste@gmail.com,F,19026842,Presidente Prudente/SP,Residencial São Paulo,0,Refrigerante Cola,3.5,2021-02-27
Edward Moore,27,anafreisa.teste@gmail.com,M,86186010,Cambé/PR,Chácara Manella,0,Vinho Tinto,69.9,2021-03-19
James Hudson,24,anafreisa.teste@gmail.com,M,4244000,São Paulo/SP,São João Clímaco,0,Vinho Tinto,69.9,2021-03-07
Victoria Sullivan,35,anafreisa.teste@gmail.com,F,9790300,São Bernardo do Campo/SP,Ferrazópolis,0,Vodka,33.8,2021-03-18
